Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR5405343,ChIP-Seq,300,PRJNA381300,SAMN06673646,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697922,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Pear_Y_leaf_H3K27me3_1:PH022:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3855,1550,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092402,Pear_Y_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Yali,,,
SRR5405344,ChIP-Seq,300,PRJNA381300,SAMN06673645,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697923,H3K27me3 ChIP-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_fruit_H3K27me3_1:PH022:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3165,1281,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092403,Pear_D_fruit_H3K27me3_1,SRP102870,fruit flesh,ripe,1,Dangshanshuli,,,
SRR5405350,ChIP-Seq,302,PRJNA381300,SAMN06673639,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697929,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_H3K27me3_3:SZ047:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,13168,5279,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092409,Peach_leaf_H3K27me3_3,SRP102870,leaf,not collected,3,babygold,,,
SRR5405352,ChIP-Seq,300,PRJNA381300,SAMN06673637,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697931,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_H3K27me3_1:SZ046:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,5089,1925,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092411,Peach_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,babygold,,,
SRR5405354,ChIP-Seq,300,PRJNA381300,SAMN06673635,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697933,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_leaf_H3K27me3_1:SZ009:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3958,1560,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092412,Papaya_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Tainong1,,,
SRR5405356,ChIP-Seq,300,PRJNA381300,SAMN06673633,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697935,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K27me3_2:SZ021:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3213,1278,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092414,VED_40DPA_H3K27me3_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,Vedrantais,,,
SRR5405357,ChIP-Seq,300,PRJNA381300,SAMN06673632,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697936,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K27me3_1:SZ001:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3909,1448,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092416,VED_40DPA_H3K27me3_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,Vedrantais,,,
SRR5405359,ChIP-Seq,300,PRJNA381300,SAMN06673630,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697938,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K27me3_4:SZ058:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3447,1266,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092418,VED_40DPA_H3K27me3_4,SRP102870,fruit flesh,40 days post anthesis,4,Vedrantais,,,
SRR5405361,ChIP-Seq,300,PRJNA381300,SAMN06673628,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697940,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_H3K27me3_3:SZ046:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3969,1498,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092420,VED_leaf_H3K27me3_3,SRP102870,leaf,not collected,3,Vedrantais,,,
SRR5405364,ChIP-Seq,300,PRJNA381300,SAMN06673625,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697943,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_20DPA_H3K27me3_3:SZ046:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3466,1332,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092424,VED_20DPA_H3K27me3_3,SRP102870,fruit flesh and peel,20 days post anthesis,3,Vedrantais,,,
SRR5405367,ChIP-Seq,300,PRJNA381300,SAMN06673622,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697946,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_10DPA_H3K27me3_1:PH008:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3556,1409,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092426,VED_10DPA_H3K27me3_1,SRP102870,fruit flesh and peel,10 days post anthesis,1,Vedrantais,,,
SRR5405368,ChIP-Seq,300,PRJNA381300,SAMN06673621,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697947,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_20DPA_H3K27me3_4:SZ040:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,11161,4050,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092427,VED_20DPA_H3K27me3_4,SRP102870,fruit flesh and peel,20 days post anthesis,4,Vedrantais,,,
SRR5405369,ChIP-Seq,300,PRJNA381300,SAMN06673620,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697948,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_40DPA_H3K27me3_1:SZ043:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4897,1773,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092428,PS_40DPA_H3K27me3_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,Piel de Sapo,,,
SRR5405370,ChIP-Seq,300,PRJNA381300,SAMN06673619,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697949,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_40DPA_H3K27me3_2:PH006:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2673,1025,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092429,PS_40DPA_H3K27me3_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,Piel de Sapo,,,
SRR5405371,ChIP-Seq,300,PRJNA381300,SAMN06673618,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697950,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PS_leaf_H3K27me3_2:SZ046:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3742,1416,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092430,PS_leaf_H3K27me3_2,SRP102870,leaf,not collected,2,Piel de Sapo,,,
SRR5405376,ChIP-Seq,300,PRJNA381300,SAMN06673613,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697955,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_H3K27me3_3:SZ058:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3724,1351,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092435,PI_40DPA_H3K27me3_3,SRP102870,fruit flesh and peel,40 days post anthesis,3,PI161379,,,
SRR5405377,ChIP-Seq,300,PRJNA381300,SAMN06673612,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697956,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_H3K27me3_2:SZ058:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3481,1284,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092436,PI_40DPA_H3K27me3_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,PI161378,,,
SRR5405378,ChIP-Seq,300,PRJNA381300,SAMN06673611,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697957,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_leaf_H3K27me3_1:SZ040:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4331,1557,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092437,PI_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,PI161377,,,
SRR5405381,ChIP-Seq,300,PRJNA381300,SAMN06673608,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697960,H3K27me3 ChIP-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_H3K27me3_1:PH011:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4995,1796,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092440,Grape_ripe_H3K27me3_1,SRP102870,fruit flesh,ripe,1,Grapevine PN40024,,,
SRR5405382,ChIP-Seq,300,PRJNA381300,SAMN06673607,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697961,H3K27me3 ChIP-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_H3K27me3_1:PH011:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,5216,1883,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092441,Grape_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Grapevine PN40024,,,
SRR5405383,ChIP-Seq,300,PRJNA381300,SAMN06673606,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697962,H3K27me3 ChIP-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_immature_H3K27me3_2:PH022:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3472,1409,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092442,Grape_immature_H3K27me3_2,SRP102870,fruit flesh,before veraison,2,Grapevine PN40024,,,
SRR5405384,ChIP-Seq,300,PRJNA381300,SAMN06673605,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697963,H3K27me3 ChIP-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_immature_H3K27me3_1:PH011:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,6330,2272,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092443,Grape_immature_H3K27me3_1,SRP102870,fruit flesh,before veraison,1,Grapevine PN40024,,,
SRR5405386,ChIP-Seq,300,PRJNA381300,SAMN06673603,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697965,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_H3K27me3_1:SZ001:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3868,1401,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092445,Cucumber_40DPA_H3K27me3_1,SRP102870,fruit flesh,40 days post anthesis,1,Chinese Long (line9930),,,
SRR5405394,ChIP-Seq,150,PRJNA381300,SAMN06673595,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697973,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S4_H3K27me3_1:PH006:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1744,683,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092453,Banana_pulp_S4_H3K27me3_1,SRP102870,pulp,stage 4 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405395,ChIP-Seq,302,PRJNA381300,SAMN06673594,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697974,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_leaf_H3K27me3_1:SZ047:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3430,1370,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092454,Banana_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Cavendish,,,
SRR5405397,ChIP-Seq,300,PRJNA381300,SAMN06673592,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697976,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S1_H3K27me3_1:SZ028:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3370,1262,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092456,Banana_peel_S1_H3K27me3_1,SRP102870,peel,stage 1 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405398,ChIP-Seq,300,PRJNA381300,SAMN06673591,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697977,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S1_H3K27me3_1:PH006:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4645,1737,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092457,Banana_pulp_S1_H3K27me3_1,SRP102870,pulp,stage 1 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405400,ChIP-Seq,300,PRJNA381300,SAMN06673589,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697979,H3K27me3 ChIP-seq,uncalculated,uncalculated,not collected,HiSeq X Ten,Apple_fruit_H3K27me3_2:PH022:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3076,1238,Malus domestica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092459,Apple_fruit_H3K27me3_2,SRP102870,fruit flesh,ripe,2,Golden Delicious,,,
SRR5405402,ChIP-Seq,300,PRJNA381300,SAMN06673587,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697981,H3K27me3 ChIP-seq,China,Asia,China: Shandong,HiSeq X Ten,Apple_leaf_H3K27me3_1:PH027:ChIP-Seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4253,2052,Malus domestica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092461,Apple_leaf_H3K27me3_1,SRP102870,leaf,not collected,1,Golden Delicious,,,
SRR5405076,RNA-Seq,300,PRJNA381300,SAMN06673913,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697655,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Watermelon_leaf_RNA-seq_2:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3736,1327,Citrullus lanatus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092135,Watermelon_leaf_RNA-seq_2,SRP102870,leaf,not collected,2,97103,,,
SRR5405077,RNA-Seq,300,PRJNA381300,SAMN06673912,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697656,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Watermelon_leaf_RNA-seq_1:SZ016:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1736,588,Citrullus lanatus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092136,Watermelon_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,97103,,,
SRR5405078,RNA-Seq,50,PRJNA381300,SAMN06673911,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697657,RNA-seq,China,Asia,China: Hong Kong,Illumina HiSeq 4000,Strawberry_ripe_RNA-seq_1:SZ090915B:RNA-Seq:single:HiSeq4000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,311,227,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092137,Strawberry_ripe_RNA-seq_1,SRP102870,receptacle without seed,ripe,1,Hawaii-4,,,
SRR5405079,RNA-Seq,51,PRJNA381300,SAMN06673910,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697658,RNA-seq,China,Asia,China: Hong Kong,Illumina HiSeq 4000,Strawberry_immature_RNA-seq_1:SZ190515A:RNA-Seq:single:HiSeq4000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,420,249,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092138,Strawberry_immature_RNA-seq_1,SRP102870,receptacle without seed,immature,1,Hawaii-4,,,
SRR5405080,RNA-Seq,51,PRJNA381300,SAMN06673909,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697659,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Strawberry_leaf_RNA-seq_1:SZ190515A:RNA-Seq:single:HiSeq4000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,457,273,Fragaria vesca,ILLUMINA,2017-04-04T00:00:00Z,SRS2092139,Strawberry_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Hawaii-4,,,
SRR5405081,RNA-Seq,300,PRJNA381300,SAMN06673908,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697660,RNA-seq,France,Europe,France,HiSeq X Ten,Pear_W_leaf_RNA-seq_1:PH028:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1960,752,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092140,Pear_W_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Williams,,,
SRR5405082,RNA-Seq,300,PRJNA381300,SAMN06673907,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697661,RNA-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_RNA-seq_2:PH020:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3913,1507,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092141,Pear_W_fruit_RNA-seq_2,SRP102870,fruit flesh,ripe,2,Williams,,,
SRR5405083,RNA-Seq,300,PRJNA381300,SAMN06673906,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697662,RNA-seq,France,Europe,France,HiSeq X Ten,Pear_W_fruit_RNA-seq_1:PH020:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3377,1269,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092142,Pear_W_fruit_RNA-seq_1,SRP102870,fruit flesh,before turning,1,Williams,,,
SRR5405084,RNA-Seq,300,PRJNA381300,SAMN06673905,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697663,RNA-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_fruit_RNA-seq_2:PH025:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,5591,2307,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092143,Pear_D_fruit_RNA-seq_2,SRP102870,fruit peel,ripe,2,Dangshanshuli,,,
SRR5405085,RNA-Seq,300,PRJNA381300,SAMN06673904,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697664,RNA-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_fruit_RNA-seq_1:PH020:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3140,1218,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092144,Pear_D_fruit_RNA-seq_1,SRP102870,fruit flesh,ripe,1,Dangshanshuli,,,
SRR5405086,RNA-Seq,300,PRJNA381300,SAMN06673903,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697665,RNA-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_leaf_RNA-seq_1:PH033:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1479,614,Pyrus x bretschneideri,ILLUMINA,2017-04-04T00:00:00Z,SRS2092145,Pear_D_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Dangshanshuli,,,
SRR5405087,RNA-Seq,300,PRJNA381300,SAMN06673902,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697666,RNA-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_ripe_RNA-seq_2:SZ041:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1743,645,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092146,Peach_ripe_RNA-seq_2,SRP102870,fruit flesh,ripe,2,babygold,,,
SRR5405088,RNA-Seq,300,PRJNA381300,SAMN06673901,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697667,RNA-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_ripe_RNA-seq_1:SZ041:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1464,544,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092147,Peach_ripe_RNA-seq_1,SRP102870,fruit flesh,ripe,1,babygold,,,
SRR5405089,RNA-Seq,300,PRJNA381300,SAMN06673900,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697668,RNA-seq,USA,North America,USA,HiSeq X Ten,Peach_immature_RNA-seq_1:SZ027:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1217,501,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092148,Peach_immature_RNA-seq_1,SRP102870,fruit flesh,immature,1,babygold,,,
SRR5405090,RNA-Seq,300,PRJNA381300,SAMN06673899,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697669,RNA-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_RNA-seq_1:SZ027:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1280,517,Prunus persica,ILLUMINA,2017-04-04T00:00:00Z,SRS2092149,Peach_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,babygold,,,
SRR5405091,RNA-Seq,51,PRJNA381300,SAMN06673898,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697670,RNA-seq,China,Asia,China: Gunagzhou,Illumina HiSeq 4000,Papaya_150DPA_RNA-seq_1:SZ1905A:RNA-Seq:single:HiSeq4000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,453,271,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092151,Papaya_150DPA_RNA-seq_1,SRP102870,fruit flesh,150 days post anthesis,1,Tainong1,,,
